937D/A408,RSSI
1411802714650,-80
1411802715149,-71
1411802715193,-71
1411802715768,-80
1411802715798,-80
1411802716155,-71
1411802716175,-71
1411802716399,-72
1411802716430,-72
1411802717857,-71
1411802717879,-71
1411802718189,-79
1411802718214,-79
1411802719034,-71
1411802719066,-71
1411802719242,-71
1411802719269,-71
1411802719599,-71
1411802719621,-71
1411802720352,-70
1411802720376,-70
1411802720672,-71
1411802720709,-71
1411802721131,-71
1411802721158,-71
1411802721735,-71
1411802721766,-71
1411802722488,-70
1411802722506,-70
1411802722801,-80
1411802722820,-80
1411802723143,-72
1411802723166,-72
1411802723653,-80
1411802723672,-80
1411802724209,-80
1411802724230,-80
1411802724994,-70
1411802725070,-70
1411802725277,-80
1411802725311,-80
1411802726058,-72
1411802726086,-72
1411802727433,-79
1411802727510,-79
1411802727757,-71
1411802727784,-71
1411802728109,-72
1411802728142,-72
1411802728840,-71
1411802728877,-71
1411802729207,-71
1411802729237,-71
1411802729524,-80
1411802729553,-80
1411802731049,-71
1411802731072,-71
1411802731296,-80
1411802731335,-80
1411802731650,-80
1411802731670,-80
1411802732003,-81
1411802732022,-81
1411802733271,-71
1411802733308,-71
1411802733778,-71
1411802733797,-71
1411802734139,-79
1411802734172,-79
1411802734856,-72
1411802734890,-72
1411802735204,-71
1411802735236,-71
1411802735552,-72
1411802735578,-72
1411802736260,-80
1411802736285,-80
1411802737029,-71
1411802737112,-71
1411802737681,-82
1411802737722,-82
1411802738494,-71
1411802738515,-71
1411802738739,-72
1411802738762,-72
1411802739827,-71
1411802739856,-71
1411802740524,-71
1411802740561,-71
1411802740985,-71
1411802741008,-71
1411802741221,-71
1411802741247,-71
1411802741616,-71
1411802741647,-71
1411802741960,-80
1411802741992,-80
1411802742316,-81
1411802742340,-81
1411802742656,-82
1411802742697,-82
1411802743420,-71
1411802743445,-71
1411802743726,-70
1411802743747,-70
1411802744424,-70
1411802744445,-70
1411802745136,-82
1411802745159,-82
1411802745855,-82
1411802745882,-82
1411802746242,-71
1411802746262,-71
1411802746654,-71
1411802746686,-71
1411802746908,-82
1411802746932,-82
1411802747272,-71
1411802747305,-71
1411802748057,-83
1411802748079,-83
1411802749124,-71
1411802749144,-71
1411802749417,-71
1411802749437,-71
1411802749756,-71
1411802749791,-71
1411802750112,-83
1411802750133,-83
1411802750489,-71
1411802750521,-71
1411802750857,-84
1411802751221,-71
1411802751244,-71
1411802751525,-81
1411802751557,-81
1411802751884,-81
1411802751913,-81
1411802752251,-70
1411802752291,-70
1411802753014,-72
1411802753045,-72
1411802753290,-70
1411802753321,-70
1411802754350,-72
1411802754373,-72
1411802755129,-70
1411802755164,-70
1411802755410,-81
1411802755435,-81
1411802756151,-82
1411802756183,-82
1411802756606,-71
1411802756630,-71
1411802756831,-70
1411802756860,-70
1411802757553,-71
1411802757575,-71
1411802757957,-72
1411802757995,-72
1411802758258,-72
1411802758290,-72
1411802758961,-82
1411802758984,-82
1411802759315,-71
1411802759342,-71
1411802760087,-72
1411802760111,-72
1411802760789,-79
1411802760822,-79
1411802761602,-71
1411802761621,-71
1411802762150,-70
1411802762179,-70
1411802762596,-73
1411802762619,-73
1411802762861,-81
1411802762889,-81
1411802763591,-70
1411802763626,-70
1411802764381,-72
1411802764404,-72
1411802764637,-79
1411802764662,-79
1411802764999,-72
1411802765034,-72
1411802765746,-80
1411802765786,-80
1411802766140,-72
1411802766172,-72
1411802766412,-78
1411802766435,-78
1411802767122,-71
1411802767144,-71
1411802767521,-79
1411802767553,-79
1411802767842,-72
1411802767872,-72
1411802768211,-72
1411802768242,-72
1411802768692,-81
1411802768729,-81
1411802770730,-72
1411802770762,-72
1411802771063,-81
1411802771095,-81
1411802771412,-73
1411802771447,-73
1411802771775,-82
1411802771794,-82
1411802772100,-80
1411802772123,-80
1411802772874,-70
1411802772899,-70
1411802773313,-72
1411802773333,-72
1411802773511,-79
1411802773534,-79
1411802773904,-79
1411802773932,-79
1411802774242,-71
1411802774275,-71
1411802774700,-71
1411802774984,-71
1411802775113,-78
1411802775138,-78
1411802775305,-71
1411802775330,-71
1411802775731,-72
1411802775756,-72
1411802776358,-74
1411802776378,-74
1411802777067,-71
1411802777087,-71
1411802777854,-72
1411802777874,-72
1411802779198,-72
1411802779222,-72
1411802779590,-71
1411802779611,-71
1411802780612,-82
1411802780632,-82
1411802782173,-70
1411802782192,-70
1411802782412,-71
1411802782439,-71
1411802783108,-78
1411802783128,-78
1411802783499,-70
1411802783520,-70
1411802783823,-71
1411802783842,-71
1411802784221,-70
1411802784365,-70
1411802784908,-70
1411802784941,-70
1411802785595,-71
1411802785620,-71
1411802786707,-72
1411802786744,-72
1411802787089,-71
1411802787109,-71
1411802788092,-71
1411802788177,-71
1411802788440,-70
1411802788460,-70
1411802789970,-71
1411802789995,-71
1411802790618,-72
1411802790638,-72
1411802790953,-70
1411802790976,-70
1411802791281,-71
1411802791307,-71
1411802791681,-71
1411802791701,-71
1411802792103,-78
1411802792128,-78
1411802792340,-79
1411802792369,-79
1411802792866,-78
1411802792889,-78
1411802793051,-71
1411802793078,-71
1411802793553,-70
1411802793579,-70
1411802793778,-72
1411802793813,-72
1411802794122,-72
1411802794157,-72
1411802795269,-78
1411802795372,-78
1411802795560,-70
1411802795581,-70
1411802795906,-72
1411802795925,-72
1411802797311,-71
1411802797337,-71
1411802797702,-72
1411802797848,-72
1411802798780,-70
1411802798819,-70
1411802799091,-72
1411802799111,-72
1411802799527,-70
1411802799561,-70
1411802800526,-72
1411802800558,-72
1411802800907,-78
1411802800939,-78
1411802801219,-74
1411802801245,-74
1411802801924,-71
1411802801961,-71
1411802802305,-71
1411802802337,-71
1411802802656,-71
1411802802688,-71
1411802803437,-71
1411802803461,-71
1411802803691,-79
1411802803763,-79
1411802804795,-70
1411802804820,-70
1411802805109,-79
1411802805130,-79
1411802805490,-80
1411802805524,-80
1411802805961,-72
1411802805987,-72
1411802806172,-72
1411802806213,-72
1411802807592,-71
1411802807618,-71
1411802807950,-80
1411802807973,-80
1411802808762,-72
1411802808787,-72
1411802809002,-72
1411802809035,-72
1411802809445,-80
1411802809478,-80
1411802809734,-72
1411802809770,-72
1411802810062,-72
1411802810094,-72
1411802810802,-72
1411802810839,-72
1411802811510,-71
1411802811540,-71
1411802811840,-72
1411802811869,-72
1411802812187,-72
1411802812217,-72
1411802813105,-72
1411802813130,-72
1411802813246,-80
1411802813270,-80
1411802813610,-70
1411802813648,-70
1411802814005,-71
1411802814338,-72
1411802815094,-73
1411802815117,-73
1411802815493,-73
1411802815515,-73
1411802815732,-74
1411802815780,-74
1411802816123,-83
1411802816178,-83
1411802816433,-75
1411802816455,-75
1411802816808,-74
1411802816832,-74
1411802818201,-74
1411802818232,-74
1411802818555,-76
1411802818578,-76
1411802819260,-76
1411802819333,-76
1411802819616,-72
1411802819646,-72
1411802820023,-72
1411802820062,-72
1411802820401,-74
1411802820428,-74
1411802820683,-71
1411802820708,-71
