B4EC/C0CB,RSSI
1411802528087,-67
1411802528110,-67
1411802528448,-64
1411802528481,-64
1411802528847,-64
1411802528881,-64
1411802529158,-64
1411802529193,-64
1411802529906,-64
1411802529985,-64
1411802530307,-64
1411802530334,-64
1411802530570,-66
1411802530593,-66
1411802531277,-66
1411802531309,-66
1411802531624,-67
1411802531643,-67
1411802533417,-64
1411802533438,-64
1411802533762,-65
1411802533785,-65
1411802534482,-64
1411802534523,-64
1411802534837,-66
1411802534870,-66
1411802535184,-66
1411802535228,-66
1411802535611,-65
1411802535629,-65
1411802536619,-62
1411802536663,-62
1411802537024,-65
1411802537070,-65
1411802537323,-62
1411802537355,-62
1411802537677,-64
1411802537845,-64
1411802538096,-66
1411802538118,-66
1411802538386,-65
1411802538432,-65
1411802538734,-65
1411802538754,-65
1411802539097,-63
1411802539128,-63
1411802540184,-65
1411802540204,-65
1411802540507,-64
1411802540547,-64
1411802540869,-64
1411802540902,-64
1411802541230,-66
1411802541270,-66
1411802541578,-65
1411802541659,-65
1411802541934,-64
1411802541960,-64
1411802542364,-64
1411802542390,-64
1411802542637,-65
1411802542667,-65
1411802542994,-65
1411802543029,-65
1411802544511,-64
1411802544537,-64
1411802544767,-65
1411802544791,-65
1411802545118,-64
1411802545147,-64
1411802545497,-64
1411802545528,-64
1411802545837,-62
1411802545868,-62
1411802546616,-64
1411802546640,-64
1411802546902,-65
1411802546932,-65
1411802547273,-64
1411802547361,-64
1411802548728,-64
1411802548763,-64
1411802549382,-66
1411802549415,-66
1411802550106,-64
1411802550166,-64
1411802550807,-64
1411802550840,-64
1411802551170,-65
1411802551249,-65
1411802551502,-66
1411802551526,-66
1411802551866,-65
1411802551897,-65
1411802552223,-64
1411802552264,-64
1411802552609,-64
1411802552634,-64
1411802552924,-64
1411802552957,-64
1411802553277,-66
1411802553310,-66
1411802553631,-62
1411802553755,-62
1411802554014,-64
1411802554035,-64
1411802554328,-65
1411802554352,-65
1411802554701,-65
1411802554733,-65
1411802555037,-64
1411802555062,-64
1411802555849,-64
1411802555871,-64
1411802556465,-66
1411802556487,-66
1411802556849,-64
1411802556880,-64
1411802557190,-64
1411802557231,-64
1411802557540,-65
1411802557571,-65
1411802557885,-64
1411802557926,-64
1411802558255,-64
1411802558296,-64
1411802558599,-64
1411802558637,-64
1411802559055,-66
1411802559079,-66
1411802559355,-64
1411802559379,-64
1411802559658,-65
1411802559678,-65
1411802560018,-64
1411802560055,-64
1411802560389,-66
1411802560410,-66
1411802560724,-64
1411802560747,-64
1411802561120,-62
1411802561142,-62
1411802561454,-64
1411802561502,-64
1411802561801,-66
1411802561823,-66
1411802562140,-65
1411802562184,-65
1411802562891,-65
1411802562924,-65
1411802563193,-65
1411802563222,-65
1411802563564,-64
1411802563584,-64
1411802563910,-66
1411802563941,-66
1411802564617,-64
1411802564639,-64
1411802564994,-66
1411802565025,-66
1411802565390,-65
1411802565413,-65
1411802566043,-65
1411802566088,-65
1411802566407,-65
1411802566425,-65
1411802566765,-66
1411802566784,-66
1411802567099,-65
1411802567143,-65
1411802567465,-64
1411802567501,-64
1411802567813,-64
1411802567852,-64
1411802568163,-65
1411802568185,-65
1411802568524,-66
1411802568606,-66
1411802569303,-65
1411802569335,-65
1411802569604,-66
1411802569637,-66
1411802570305,-64
1411802570344,-64
1411802571367,-66
1411802571390,-66
1411802571756,-65
1411802571774,-65
1411802572081,-65
1411802572099,-65
1411802572436,-66
1411802572459,-66
1411802573151,-64
1411802573171,-64
1411802573500,-66
1411802573524,-66
1411802573859,-64
1411802573888,-64
1411802574572,-64
1411802574604,-64
1411802575013,-65
1411802575046,-65
1411802575622,-66
1411802575646,-66
1411802575972,-64
1411802575996,-64
1411802576441,-64
1411802576483,-64
1411802577043,-65
1411802577069,-65
1411802577402,-65
1411802577434,-65
1411802577776,-65
1411802577812,-65
1411802578109,-64
1411802578129,-64
1411802578537,-66
1411802578560,-66
1411802578828,-66
1411802578865,-66
1411802579531,-64
1411802579561,-64
1411802579911,-64
1411802579946,-64
1411802580296,-66
1411802580327,-66
1411802580751,-66
1411802580774,-66
1411802580947,-66
1411802580976,-66
1411802581335,-64
1411802581354,-64
1411802581668,-66
1411802581697,-66
1411802582043,-66
1411802582082,-66
1411802582446,-65
1411802582474,-65
1411802582721,-64
1411802582750,-64
1411802583092,-66
1411802583119,-66
1411802583431,-66
1411802583455,-66
1411802583790,-66
1411802583811,-66
1411802584503,-65
1411802584535,-65
1411802584863,-65
1411802584897,-65
1411802585282,-66
1411802585940,-66
1411802585960,-66
1411802586277,-64
1411802586326,-64
1411802586631,-66
1411802586688,-66
1411802587350,-65
1411802587577,-65
1411802588047,-64
1411802588078,-64
1411802588424,-66
1411802588468,-66
1411802589119,-65
1411802589151,-65
1411802589471,-64
1411802589509,-64
1411802589839,-64
1411802589864,-64
1411802590168,-65
1411802590200,-65
1411802590555,-65
1411802590627,-65
1411802590893,-64
1411802590912,-64
1411802591587,-66
1411802591610,-66
1411802592789,-66
1411802592814,-66
1411802593731,-65
1411802593774,-65
1411802594086,-65
1411802594171,-65
1411802594439,-64
1411802594471,-64
1411802594955,-65
1411802594981,-65
1411802596573,-64
1411802596936,-65
1411802596975,-65
1411802597413,-65
1411802597434,-65
1411802597625,-66
1411802597653,-66
1411802597995,-65
1411802598071,-65
1411802598709,-66
1411802598739,-66
1411802599063,-64
1411802599103,-64
1411802599458,-66
1411802599521,-66
1411802599778,-65
1411802600142,-64
1411802600173,-64
1411802600535,-66
1411802600570,-66
1411802600853,-64
1411802600891,-64
1411802602375,-65
1411802602622,-65
1411802602648,-65
1411802602984,-66
1411802603021,-66
1411802603340,-66
1411802603379,-66
1411802603695,-65
1411802603717,-65
1411802604046,-66
1411802604080,-66
1411802604404,-65
1411802604453,-65
1411802604794,-66
1411802604821,-66
1411802605109,-64
1411802605141,-64
1411802605458,-67
1411802605483,-67
1411802606172,-70
1411802606204,-70
1411802606530,-70
1411802606562,-70
1411802606875,-71
1411802606895,-71
1411802607231,-67
1411802607252,-67
1411802609020,-69
1411802609042,-69
1411802610425,-65
1411802610447,-65
1411802610812,-63
1411802610835,-63
1411802611497,-67
1411802611526,-67
1411802611854,-67
1411802611875,-67
1411802612202,-63
1411802612223,-63
1411802612563,-64
1411802612589,-64
1411802612918,-66
1411802612947,-66
1411802613272,-67
1411802613300,-67
1411802614687,-77
1411802614713,-77
1411802615062,-72
1411802615083,-72
1411802615389,-73
1411802615411,-73
1411802615746,-79
1411802615775,-79
1411802616101,-66
1411802616123,-66
1411802617217,-70
1411802617239,-70
1411802617881,-72
1411802617910,-72
1411802618250,-72
1411802618275,-72
1411802618599,-72
1411802618631,-72
1411802618950,-70
1411802618974,-70
1411802619307,-71
1411802619335,-71
1411802619737,-69
1411802619759,-69
1411802620012,-71
1411802620087,-71
1411802620371,-72
1411802620397,-72
1411802620729,-71
1411802620757,-71
1411802621430,-70
1411802621454,-70
1411802622180,-70
1411802622204,-70
1411802622499,-71
1411802622520,-71
1411802622848,-71
1411802622887,-71
1411802623196,-70
1411802623226,-70
1411802623904,-69
1411802623932,-69
1411802624268,-70
1411802624292,-70
1411802624609,-72
1411802624636,-72
1411802624964,-68
1411802624984,-68
1411802626733,-71
1411802626761,-71
1411802627089,-71
1411802627117,-71
1411802627440,-68
1411802627463,-68
1411802627794,-71
1411802627815,-71
1411802628148,-71
1411802628175,-71
1411802628962,-73
1411802628982,-73
1411802629215,-69
1411802629239,-69
1411802629608,-72
1411802629650,-72
1411802629929,-70
1411802629955,-70
1411802631015,-68
1411802631049,-68
1411802631362,-69
1411802631396,-69
1411802633126,-70
1411802633151,-70
1411802633483,-75
1411802633523,-75
1411802634973,-72
1411802634994,-72
1411802635255,-69
1411802635276,-69
1411802635606,-71
1411802635628,-71
1411802635971,-72
1411802636003,-72
1411802636327,-71
1411802636361,-71
1411802637092,-73
1411802637119,-73
1411802637405,-69
1411802637425,-69
1411802637742,-72
1411802637769,-72
1411802638099,-71
1411802638120,-71
1411802638452,-71
1411802638478,-71
1411802638824,-71
1411802638853,-71
1411802641029,-72
1411802641063,-72
1411802641293,-68
1411802641326,-68
1411802641786,-72
1411802641821,-72
1411802642006,-69
1411802642043,-69
1411802642370,-71
1411802642392,-71
1411802642706,-72
1411802642751,-72
1411802643059,-72
1411802643093,-72
1411802643413,-71
1411802643450,-71
1411802643764,-71
1411802643790,-71
1411802644477,-71
1411802644497,-71
1411802644826,-69
1411802644848,-69
1411802645175,-71
1411802645205,-71
1411802645551,-71
1411802645574,-71
1411802645887,-72
1411802645913,-72
1411802646238,-72
1411802646262,-72
1411802646948,-69
1411802646972,-69
1411802647304,-72
1411802647355,-72
1411802647657,-69
1411802647678,-69
1411802648012,-72
1411802648080,-72
1411802648367,-69
1411802648477,-69
1411802648750,-71
1411802648771,-71
1411802650494,-71
1411802650516,-71
1411802650952,-69
1411802650975,-69
1411802651196,-69
1411802651222,-69
1411802651942,-72
1411802651969,-72
1411802652652,-69
1411802652673,-69
1411802653026,-69
1411802653065,-69
1411802653731,-72
1411802653766,-72
1411802654056,-71
1411802654084,-71
1411802654416,-71
1411802654450,-71
1411802655248,-72
1411802655281,-72
1411802655478,-71
1411802655516,-71
1411802655899,-69
1411802655921,-69
1411802656181,-69
1411802656209,-69
1411802656535,-71
1411802656559,-71
1411802657281,-69
1411802657314,-69
1411802658063,-71
1411802658085,-71
1411802658310,-72
1411802658331,-72
1411802658673,-69
1411802658711,-69
1411802659469,-72
1411802659489,-72
1411802659734,-69
1411802659774,-69
1411802660491,-69
1411802660518,-69
1411802660805,-72
1411802660834,-72
1411802661159,-72
1411802661182,-72
1411802661520,-73
1411802661557,-73
1411802661881,-73
1411802661920,-73
1411802662276,-72
1411802662311,-72
1411802662692,-72
1411802662738,-72
1411802663656,-71
1411802664007,-71
1411802664396,-72
1411802664432,-72
1411802664711,-70
1411802664742,-70
1411802665775,-72
1411802666145,-71
1411802666177,-71
1411802666489,-71
1411802666514,-71
1411802666967,-72
1411802666994,-72
1411802667194,-72
1411802667220,-72
1411802667949,-69
1411802667984,-69
1411802668268,-72
1411802668318,-72
1411802668628,-72
1411802668668,-72
1411802668969,-71
1411802668993,-71
1411802669356,-72
1411802669381,-72
1411802669693,-72
1411802669734,-72
1411802670104,-69
1411802670174,-69
1411802670395,-72
1411802670420,-72
1411802670766,-69
1411802670810,-69
1411802671544,-72
1411802671568,-72
1411802671815,-69
1411802671849,-69
1411802672165,-72
1411802672189,-72
1411802672514,-69
1411802672534,-69
1411802674284,-71
1411802674316,-71
1411802674660,-69
1411802674722,-69
1411802675002,-69
1411802675028,-69
1411802675354,-72
1411802675377,-72
1411802675775,-72
1411802675797,-72
1411802676056,-72
1411802676091,-72
1411802677478,-72
1411802677498,-72
1411802678187,-71
1411802678310,-71
1411802678545,-69
1411802678610,-69
1411802680338,-72
1411802680689,-71
1411802680708,-71
1411802681037,-71
1411802681120,-71
1411802681403,-69
1411802681452,-69
1411802682133,-69
1411802682179,-69
1411802682477,-71
1411802682517,-71
1411802684253,-72
1411802684606,-70
1411802684947,-71
1411802684968,-71
1411802685307,-69
1411802685346,-69
1411802685688,-70
1411802685720,-70
1411802686012,-71
1411802686041,-71
1411802686721,-69
1411802686753,-69
1411802687086,-72
1411802687129,-72
1411802687867,-73
1411802687893,-73
1411802688493,-71
1411802688527,-71
1411802688842,-72
1411802688878,-72
1411802689195,-69
1411802689226,-69
1411802690341,-72
1411802690368,-72
1411802690625,-72
1411802690659,-72
1411802690983,-72
1411802691013,-72
1411802691707,-72
1411802691745,-72
1411802692062,-69
1411802692109,-69
1411802692451,-72
1411802692477,-72
1411802692772,-72
1411802692818,-72
1411802693127,-69
1411802693163,-69
1411802693471,-71
1411802693501,-71
1411802693830,-72
1411802693856,-72
1411802694188,-70
1411802694225,-70
1411802695255,-72
1411802695309,-72
1411802695963,-72
1411802696002,-72
1411802696358,-72
1411802696379,-72
1411802696686,-71
1411802696724,-71
1411802697044,-71
1411802697098,-71
1411802697458,-69
1411802697478,-69
1411802697736,-72
1411802697761,-72
1411802698094,-72
1411802698152,-72
1411802698446,-71
1411802698482,-71
1411802698845,-72
1411802698877,-72
1411802699513,-69
1411802699535,-69
1411802700218,-72
1411802700246,-72
1411802700586,-72
1411802700622,-72
1411802701286,-69
1411802701312,-69
1411802702341,-72
1411802702366,-72
1411802702690,-71
1411802702709,-71
1411802703067,-70
1411802703110,-70
1411802703763,-72
1411802703785,-72
1411802705200,-71
1411802705233,-71
1411802705570,-69
1411802705600,-69
1411802705927,-69
1411802706009,-69
1411802706272,-72
1411802706296,-72
1411802707683,-69
1411802707716,-69
1411802708384,-71
1411802708803,-71
1411802709106,-71
1411802710168,-69
1411802710522,-71
1411802710543,-71
1411802710881,-72
1411802710914,-72
1411802712698,-73
1411802712725,-73
1411802713009,-69
1411802713041,-69
1411802713430,-71
1411802713468,-71
1411802713919,-69
1411802714131,-72
1411802714153,-72
1411802714924,-69
1411802714962,-69
1411802715576,-72
1411802715608,-72
1411802716253,-72
1411802716278,-72
1411802716553,-71
1411802716585,-71
1411802717005,-69
1411802717026,-69
1411802717960,-72
1411802717998,-72
1411802718365,-72
1411802718399,-72
1411802718714,-72
1411802718747,-72
1411802719091,-69
1411802719112,-69
1411802719763,-69
1411802719784,-69
1411802720156,-72
1411802720224,-72
1411802720474,-72
1411802720501,-72
1411802720807,-71
1411802720839,-71
1411802721225,-69
1411802721245,-69
1411802721544,-72
1411802721569,-72
1411802721933,-72
1411802721983,-72
1411802722233,-72
1411802722338,-72
1411802722925,-71
1411802722944,-71
1411802723741,-72
1411802723764,-72
1411802724012,-69
1411802724038,-69
1411802724372,-73
1411802724395,-73
1411802724720,-71
1411802724789,-71
1411802725485,-71
1411802725531,-71
1411802725770,-71
1411802725942,-71
1411802726510,-72
1411802726541,-72
1411802726879,-72
1411802726901,-72
1411802727215,-71
1411802727248,-71
1411802727949,-72
1411802727988,-72
1411802728310,-69
1411802728448,-69
1411802728979,-72
1411802729015,-72
1411802729320,-71
1411802729344,-71
1411802730413,-69
1411802730444,-69
1411802730740,-72
1411802730763,-72
1411802731161,-72
1411802731184,-72
1411802731805,-69
1411802731865,-69
1411802732183,-72
1411802732205,-72
1411802732529,-69
1411802732561,-69
1411802732921,-72
1411802732978,-72
1411802733512,-72
1411802733533,-72
1411802733579,-69
1411802733643,-69
1411802733965,-71
1411802733995,-71
1411802734338,-72
1411802734420,-72
1411802734641,-69
1411802734672,-69
1411802734994,-72
1411802735026,-72
1411802735363,-72
1411802735409,-72
1411802735698,-71
1411802735723,-71
1411802736105,-69
1411802736128,-69
1411802736462,-72
1411802736498,-72
1411802736805,-69
1411802736846,-69
1411802737491,-71
1411802737510,-71
1411802737915,-72
1411802737950,-72
1411802738184,-71
1411802738219,-71
1411802738605,-72
1411802738627,-72
1411802738930,-69
1411802738963,-69
1411802739314,-69
1411802739355,-69
1411802739596,-71
1411802739629,-71
1411802739976,-72
1411802740008,-72
1411802740316,-72
1411802740364,-72
1411802740668,-72
1411802740720,-72
1411802741107,-69
1411802741129,-69
1411802741729,-69
1411802741763,-69
1411802742088,-69
1411802742117,-69
1411802742437,-69
1411802742477,-69
1411802743201,-72
1411802743337,-72
1411802744970,-71
1411802744989,-71
1411802745380,-71
1411802745400,-71
1411802746378,-71
1411802746398,-71
1411802747097,-72
1411802747123,-72
1411802748565,-72
1411802749002,-72
1411802749021,-72
1411802749180,-72
1411802749199,-72
1411802750244,-72
1411802750274,-72
1411802750666,-72
1411802750702,-72
1411802751343,-69
1411802751364,-69
1411802752792,-72
1411802752832,-72
1411802753153,-69
1411802753569,-72
1411802753593,-72
1411802754196,-72
1411802754220,-72
1411802754909,-72
1411802754991,-72
1411802756378,-69
1411802756491,-69
1411802757002,-72
1411802757051,-72
1411802757370,-69
1411802757394,-69
1411802757751,-72
1411802757792,-72
1411802758472,-71
1411802758510,-71
1411802759577,-69
1411802759614,-69
1411802759840,-69
1411802759872,-69
1411802761710,-69
1411802761730,-69
1411802762402,-69
1411802762441,-69
1411802762670,-71
1411802762694,-71
1411802763767,-69
1411802763814,-69
1411802765222,-71
1411802765255,-71
1411802765510,-71
1411802765542,-71
1411802765872,-69
1411802765914,-69
1411802766920,-71
1411802766950,-71
1411802767325,-71
1411802767394,-71
1411802767682,-71
1411802767707,-71
1411802767993,-71
1411802768026,-71
1411802768464,-72
1411802768515,-72
1411802768954,-72
1411802768977,-72
1411802769844,-69
1411802769870,-69
1411802770124,-72
1411802770168,-72
1411802770483,-71
1411802770529,-71
1411802771640,-71
1411802771660,-71
1411802771898,-72
1411802771920,-72
1411802772376,-72
1411802772424,-72
1411802772661,-71
1411802772685,-71
1411802772967,-69
1411802772991,-69
1411802773356,-71
1411802773375,-71
1411802774093,-69
1411802774125,-69
1411802775067,-71
1411802775090,-71
1411802775579,-72
1411802775600,-72
1411802775807,-72
1411802775833,-72
1411802776895,-71
1411802777260,-69
1411802777280,-69
1411802777583,-69
1411802777612,-69
1411802779692,-65
1411802779714,-65
1411802780153,-71
1411802780442,-72
1411802780473,-72
1411802780786,-71
1411802780805,-71
1411802781267,-72
1411802781286,-72
1411802781545,-68
1411802781579,-68
1411802781901,-71
1411802781929,-71
1411802782622,-69
1411802782652,-69
1411802782939,-69
1411802782960,-69
1411802783589,-69
1411802783657,-69
1411802783947,-69
1411802784009,-69
1411802784493,-71
1411802784566,-71
1411802785456,-68
1411802785475,-68
1411802785788,-72
1411802785810,-72
1411802786105,-71
1411802786134,-71
1411802786484,-70
1411802786516,-70
1411802787266,-71
1411802787335,-71
1411802788565,-72
1411802788590,-72
1411802788968,-72
1411802789003,-72
1411802789313,-71
1411802789354,-71
1411802789638,-68
1411802789682,-68
1411802790073,-72
1411802790098,-72
1411802790719,-71
1411802790744,-71
1411802791062,-72
1411802791084,-72
1411802791414,-70
1411802791434,-70
1411802792167,-71
1411802792197,-71
1411802793251,-71
1411802793282,-71
1411802793630,-69
1411802793925,-71
1411802793954,-71
1411802794301,-69
1411802794324,-69
1411802795006,-72
1411802795025,-72
1411802795660,-70
1411802795691,-70
1411802796133,-71
1411802796158,-71
1411802796474,-72
1411802796492,-72
1411802796765,-69
1411802796793,-69
1411802797178,-71
1411802797203,-71
1411802797486,-69
1411802797509,-69
1411802797927,-72
1411802797954,-72
1411802799243,-72
1411802799262,-72
1411802799999,-72
1411802800037,-72
1411802801062,-70
1411802801088,-70
1411802801411,-71
1411802801442,-71
1411802801780,-72
1411802801812,-72
1411802803191,-71
1411802803364,-71
1411802803853,-69
1411802803878,-69
1411802804185,-70
1411802804232,-70
1411802804597,-69
1411802804634,-69
1411802806360,-72
1411802806435,-72
1411802806683,-69
1411802806707,-69
1411802807019,-71
1411802807066,-71
1411802807385,-71
1411802807448,-71
1411802807842,-69
1411802807879,-69
1411802808124,-69
1411802808156,-69
1411802808621,-71
1411802808643,-71
1411802808860,-69
1411802808883,-69
1411802809224,-70
1411802809266,-70
1411802809903,-71
1411802809926,-71
1411802810562,-72
1411802810590,-72
1411802811058,-69
1411802811080,-69
1411802811310,-71
1411802811341,-71
1411802811669,-72
1411802811689,-72
1411802812023,-73
1411802812058,-73
1411802812372,-69
1411802812394,-69
1411802812770,-71
1411802812802,-71
1411802813410,-71
1411802813444,-71
1411802813752,-69
1411802813784,-69
1411802814113,-70
1411802814142,-70
1411802814492,-70
1411802814537,-70
1411802815583,-69
1411802815605,-69
1411802815918,-72
1411802815951,-72
1411802816218,-72
1411802816241,-72
1411802816625,-72
1411802816982,-72
1411802817028,-72
1411802817696,-71
1411802817723,-71
1411802817995,-72
1411802818023,-72
1411802818355,-71
1411802818377,-71
1411802819097,-69
1411802819130,-69
1411802820180,-72
1411802820323,-72
