BD14/AEEF,RSSI
1411802206907,-74
1411802206941,-74
1411802207230,-79
1411802207276,-79
1411802207499,-72
1411802207524,-72
1411802207866,-77
1411802207886,-77
1411802208546,-76
1411802208565,-76
1411802210473,-73
1411802210502,-73
1411802211048,-73
1411802211075,-73
1411802211338,-76
1411802211364,-76
1411802211808,-76
1411802211837,-76
1411802212037,-73
1411802212069,-73
1411802212579,-78
1411802212600,-78
1411802212816,-80
1411802212836,-80
1411802213569,-75
1411802213597,-75
1411802213922,-77
1411802213948,-77
1411802214215,-79
1411802214238,-79
1411802214522,-76
1411802214548,-76
1411802214900,-75
1411802214923,-75
1411802215597,-79
1411802215630,-79
1411802215937,-75
1411802215960,-75
1411802216774,-77
1411802216801,-77
1411802217383,-76
1411802217415,-76
1411802217701,-79
1411802217725,-79
1411802218509,-83
1411802218536,-83
1411802218804,-78
1411802218829,-78
1411802219180,-81
1411802219211,-81
1411802219477,-76
1411802219498,-76
1411802220351,-73
1411802220371,-73
1411802220924,-77
1411802220945,-77
1411802221685,-72
1411802221706,-72
1411802222048,-76
1411802222079,-76
1411802222504,-78
1411802222547,-78
1411802222782,-79
1411802222803,-79
1411802223174,-79
1411802223202,-79
1411802223841,-83
1411802223866,-83
1411802224805,-78
1411802224847,-78
1411802225341,-79
1411802225376,-79
1411802226639,-80
1411802226665,-80
1411802227075,-82
1411802227104,-82
1411802227770,-78
1411802227793,-78
1411802228421,-82
1411802228454,-82
1411802228772,-76
1411802228807,-76
1411802229560,-77
1411802229594,-77
1411802230148,-76
1411802230169,-76
1411802230534,-87
1411802230567,-87
1411802231660,-77
1411802232633,-77
1411802232652,-77
1411802232970,-84
1411802232990,-84
1411802233361,-77
1411802233385,-77
1411802235209,-77
1411802235231,-77
1411802236192,-80
1411802236229,-80
1411802236608,-86
1411802236645,-86
1411802237244,-82
1411802237273,-82
1411802237631,-82
1411802237653,-82
1411802237962,-77
1411802238001,-77
1411802239370,-81
1411802239395,-81
1411802241236,-79
1411802241259,-79
1411802241871,-80
1411802241908,-80
1411802242295,-76
1411802242316,-76
1411802242570,-81
1411802242594,-81
1411802242927,-78
1411802242967,-78
1411802243684,-83
1411802243717,-83
1411802244020,-77
1411802244040,-77
1411802244725,-87
1411802244753,-87
1411802245481,-77
1411802245502,-77
1411802245789,-81
1411802245809,-81
1411802246128,-73
1411802246151,-73
1411802246483,-78
1411802246525,-78
1411802246872,-79
1411802246898,-79
1411802247550,-81
1411802247601,-81
1411802247890,-81
1411802247911,-81
1411802248266,-77
1411802248291,-77
1411802248952,-74
1411802248973,-74
1411802249391,-79
1411802249420,-79
1411802249726,-74
1411802249790,-74
1411802250400,-80
1411802250454,-80
1411802250819,-74
1411802250854,-74
1411802252522,-80
1411802252570,-80
1411802253034,-73
1411802253060,-73
1411802253950,-79
1411802253969,-79
1411802254268,-74
1411802254291,-74
1411802254621,-79
1411802254664,-79
1411802254989,-74
1411802255028,-74
1411802255334,-74
1411802255375,-74
1411802255741,-80
1411802255773,-80
1411802256119,-74
1411802256198,-74
1411802256404,-76
1411802256456,-76
1411802258528,-77
1411802258562,-77
1411802258880,-87
1411802258906,-87
1411802260049,-82
1411802260073,-82
1411802261097,-79
1411802261121,-79
1411802261431,-76
1411802261460,-76
1411802261733,-81
1411802261774,-81
1411802262116,-81
1411802262136,-81
1411802262905,-85
1411802262925,-85
1411802263227,-79
1411802263248,-79
1411802263509,-80
1411802263545,-80
1411802263876,-86
1411802263910,-86
1411802264619,-82
1411802264642,-82
1411802264932,-78
1411802264964,-78
1411802265299,-74
1411802265323,-74
1411802265631,-91
1411802265655,-91
1411802266003,-82
1411802266026,-82
1411802266445,-81
1411802266467,-81
1411802266709,-82
1411802266736,-82
1411802267463,-77
1411802267488,-77
1411802267757,-82
1411802267789,-82
1411802269166,-83
1411802269186,-83
1411802269519,-85
1411802269551,-85
1411802269909,-81
1411802269939,-81
1411802270240,-85
1411802270282,-85
1411802271750,-77
1411802271788,-77
1411802272424,-77
1411802272451,-77
1411802273267,-77
1411802273293,-77
1411802273796,-80
1411802273828,-80
1411802274142,-87
1411802274172,-87
1411802274838,-80
1411802274864,-80
1411802275213,-80
1411802275248,-80
1411802275745,-80
1411802275764,-80
1411802275892,-84
1411802275916,-84
1411802276721,-79
1411802276753,-79
1411802277432,-74
1411802277471,-74
1411802277675,-80
1411802277706,-80
1411802278188,-75
1411802278210,-75
1411802278384,-80
1411802278406,-80
1411802278839,-78
1411802278874,-78
1411802279195,-86
1411802279230,-86
1411802280720,-79
1411802280739,-79
1411802280853,-90
1411802280873,-90
1411802281323,-80
1411802281342,-80
1411802281574,-81
1411802281605,-81
1411802282030,-80
1411802282077,-80
1411802283865,-77
1411802283899,-77
1411802284392,-86
1411802284418,-86
1411802284884,-79
1411802284949,-79
1411802285109,-77
1411802285131,-77
1411802285466,-85
1411802285486,-85
1411802285833,-83
1411802285866,-83
1411802286610,-83
1411802286984,-76
1411802287297,-76
1411802287325,-76
1411802288178,-75
1411802288205,-75
1411802288298,-84
1411802288321,-84
1411802288732,-75
1411802288760,-75
1411802289803,-75
1411802289826,-75
1411802290139,-76
1411802290175,-76
1411802291522,-83
1411802291564,-83
1411802292254,-76
1411802292290,-76
1411802292931,-76
1411802294381,-81
1411802294406,-81
1411802294731,-76
1411802295041,-85
1411802295075,-85
1411802295773,-87
1411802295946,-87
1411802297168,-82
1411802297194,-82
1411802298003,-77
1411802298028,-77
1411802298261,-76
1411802298290,-76
1411802299730,-82
1411802299761,-82
1411802300436,-80
1411802300460,-80
1411802300713,-89
1411802300733,-89
1411802301420,-77
1411802301440,-77
1411802302208,-77
1411802302227,-77
1411802302983,-82
1411802303021,-82
1411802304059,-85
1411802304084,-85
1411802304276,-80
1411802304314,-80
1411802304823,-86
1411802305717,-82
1411802305751,-82
1411802306048,-80
1411802306116,-80
1411802306408,-79
1411802306448,-79
1411802307463,-77
1411802307483,-77
1411802308314,-77
1411802308338,-77
1411802309252,-78
1411802309315,-78
1411802309598,-80
1411802309638,-80
1411802310342,-83
1411802310362,-83
1411802310675,-78
1411802310705,-78
1411802311467,-85
1411802311490,-85
1411802312461,-78
1411802312494,-78
1411802313900,-76
1411802314218,-85
1411802314249,-85
1411802315316,-79
1411802315348,-79
1411802315728,-76
1411802315759,-76
1411802315997,-77
1411802316140,-77
1411802316409,-75
1411802316430,-75
1411802316713,-75
1411802316745,-75
1411802317412,-83
1411802317444,-83
1411802317870,-79
1411802317895,-79
1411802318115,-79
1411802318137,-79
1411802318651,-82
1411802318672,-82
1411802318827,-81
1411802318876,-81
1411802319197,-76
1411802319221,-76
1411802320293,-76
1411802320326,-76
1411802320626,-75
1411802320667,-75
1411802321085,-80
1411802321111,-80
1411802321756,-78
1411802321778,-78
1411802322042,-89
1411802322073,-89
1411802322481,-77
1411802322510,-77
1411802323121,-77
1411802323155,-77
1411802323438,-78
1411802323458,-78
1411802323904,-85
1411802324198,-83
1411802324233,-83
1411802324580,-84
1411802324609,-84
1411802324914,-80
1411802324946,-80
1411802325215,-77
1411802325241,-77
1411802326376,-78
1411802326394,-78
1411802327688,-77
1411802327724,-77
1411802328033,-75
1411802328116,-75
1411802328386,-88
1411802328419,-88
1411802328750,-78
1411802328796,-78
1411802330169,-78
1411802330208,-78
1411802330526,-78
1411802330564,-78
1411802330881,-79
1411802330912,-79
1411802331230,-79
1411802331258,-79
1411802332016,-85
1411802332039,-85
1411802332823,-85
1411802332847,-85
1411802333784,-82
1411802333816,-82
1411802334422,-80
1411802334447,-80
1411802335287,-89
1411802335307,-89
1411802335849,-77
1411802335887,-77
1411802336586,-74
1411802336608,-74
1411802337810,-77
1411802337841,-77
1411802338356,-81
1411802338388,-81
1411802338694,-78
1411802338729,-78
1411802339403,-79
1411802339427,-79
1411802339751,-77
1411802339811,-77
1411802340435,-77
1411802340464,-77
1411802340789,-79
1411802340821,-79
1411802341155,-79
1411802341199,-79
1411802342273,-79
1411802342297,-79
1411802343468,-77
1411802343490,-77
1411802343970,-80
1411802343992,-80
1411802344385,-76
1411802344417,-76
1411802344685,-79
1411802344738,-79
1411802345050,-79
1411802345108,-79
1411802345525,-75
1411802345547,-75
1411802345807,-80
1411802345830,-80
1411802346482,-79
1411802346525,-79
1411802346890,-76
1411802346921,-76
1411802347188,-79
1411802347253,-79
1411802347532,-79
1411802347581,-79
1411802348024,-76
1411802348250,-82
1411802348278,-82
1411802348590,-76
1411802349362,-76
1411802349394,-76
1411802350032,-77
1411802350056,-77
1411802350439,-77
1411802350474,-77
1411802351784,-79
1411802351814,-79
1411802352170,-77
1411802352851,-75
1411802352870,-75
1411802353258,-76
1411802353282,-76
1411802353985,-79
1411802354067,-79
1411802354425,-76
1411802354445,-76
1411802354632,-76
1411802354663,-76
1411802356137,-78
1411802356160,-78
1411802356437,-76
1411802356915,-78
1411802356936,-78
1411802357190,-76
1411802357856,-76
1411802357888,-76
1411802358589,-80
1411802358620,-80
1411802360299,-77
1411802360349,-77
1411802360756,-79
1411802360787,-79
1411802361039,-81
1411802361077,-81
1411802362070,-82
1411802362105,-82
1411802364208,-83
1411802364254,-83
1411802364952,-73
1411802364992,-73
1411802365275,-77
1411802365313,-77
1411802365607,-79
1411802365633,-79
1411802365967,-79
1411802365989,-79
1411802366325,-77
1411802366354,-77
1411802366675,-81
1411802366709,-81
1411802367037,-76
1411802367075,-76
1411802367414,-79
1411802367476,-79
1411802367748,-81
1411802367767,-81
1411802368525,-78
1411802368547,-78
1411802368816,-79
1411802368841,-79
1411802369205,-86
1411802369233,-86
1411802369537,-84
1411802369584,-84
1411802371000,-81
1411802371298,-88
1411802371322,-88
1411802372133,-82
1411802372156,-82
1411802373434,-88
1411802373499,-88
1411802374608,-81
1411802374629,-81
1411802374846,-87
1411802374883,-87
1411802375916,-88
1411802375940,-88
1411802376706,-88
1411802376730,-88
1411802378455,-83
1411802378483,-83
1411802382479,-86
1411802382504,-86
1411802383190,-87
1411802383210,-87
1411802384934,-84
1411802384965,-84
1411802386754,-85
1411802386778,-85
1411802386997,-84
1411802387022,-84
1411802387701,-83
1411802387734,-83
1411802390555,-80
1411802390666,-80
1411802391290,-84
1411802391323,-84
1411802391631,-74
1411802391652,-74
1411802392669,-71
1411802392690,-71
1411802392981,-70
1411802393001,-70
1411802393754,-73
1411802393780,-73
1411802394069,-74
1411802394090,-74
1411802394388,-72
1411802394424,-72
1411802395874,-73
1411802395899,-73
1411802397337,-76
1411802397387,-76
1411802397652,-77
1411802397673,-77
1411802397982,-77
1411802398001,-77
1411802398278,-77
1411802398316,-77
1411802399085,-80
1411802399127,-80
1411802399401,-75
1411802399564,-75
1411802400477,-81
1411802400521,-81
1411802400857,-77
1411802400878,-77
1411802404301,-73
1411802404330,-73
1411802405126,-75
1411802405148,-75
1411802405766,-72
1411802405907,-72
1411802406825,-73
1411802406849,-73
1411802407522,-70
1411802407544,-70
1411802408622,-71
1411802408643,-71
1411802409760,-70
1411802409807,-70
1411802410062,-69
1411802410084,-69
1411802410482,-72
1411802410501,-72
1411802410837,-71
1411802410859,-71
1411802411460,-73
1411802411482,-73
1411802411827,-69
1411802411882,-69
1411802412197,-72
1411802412229,-72
1411802412909,-76
1411802412938,-76
1411802413433,-76
1411802413454,-76
1411802413953,-73
1411802413974,-73
1411802414351,-74
1411802414379,-74
1411802414691,-73
1411802414717,-73
1411802414970,-72
1411802414990,-72
1411802415738,-74
1411802415765,-74
1411802416104,-72
1411802416132,-72
1411802416488,-73
1411802416510,-73
1411802416774,-74
1411802416796,-74
1411802417098,-76
1411802417133,-76
1411802418998,-76
1411802419616,-72
1411802419645,-72
1411802419999,-75
1411802420025,-75
1411802420754,-84
1411802420782,-84
1411802421539,-72
1411802421562,-72
1411802422072,-73
1411802422093,-73
1411802422478,-73
1411802422504,-73
1411802422822,-70
1411802422851,-70
1411802423198,-71
1411802423223,-71
1411802423532,-71
1411802423663,-71
1411802424399,-71
1411802424437,-71
1411802424556,-75
1411802424577,-75
1411802424997,-70
1411802425021,-70
1411802425351,-72
1411802425378,-72
1411802426104,-77
1411802426135,-77
1411802426349,-77
1411802426370,-77
1411802426738,-69
1411802426759,-69
1411802427139,-69
1411802427167,-69
1411802427430,-75
1411802427458,-75
1411802428169,-68
1411802428189,-68
1411802428519,-71
1411802428544,-71
1411802429252,-69
1411802429274,-69
1411802429951,-70
1411802429974,-70
1411802430271,-72
1411802430300,-72
1411802430782,-72
1411802430803,-72
1411802431387,-71
1411802431413,-71
1411802431758,-75
1411802431778,-75
1411802432107,-75
1411802432129,-75
1411802432829,-69
1411802433000,-69
1411802433243,-74
1411802433267,-74
1411802433514,-74
1411802433536,-74
1411802433848,-70
1411802433882,-70
1411802434320,-74
1411802434355,-74
1411802435000,-73
1411802435034,-73
1411802435694,-73
1411802435983,-70
1411802436017,-70
1411802436391,-73
1411802436433,-73
1411802437146,-72
1411802437181,-72
1411802437378,-70
1411802437416,-70
1411802437853,-73
1411802437887,-73
1411802438201,-72
1411802438223,-72
1411802438899,-73
1411802438933,-73
1411802439525,-70
1411802439558,-70
1411802439962,-72
1411802439999,-72
1411802440215,-74
1411802440240,-74
1411802440673,-73
1411802440698,-73
1411802441681,-72
1411802441703,-72
1411802441986,-72
1411802442013,-72
1411802442396,-75
1411802442418,-75
1411802442680,-74
1411802442700,-74
1411802443077,-72
1411802443111,-72
1411802443407,-70
1411802443441,-70
1411802444101,-74
1411802444127,-74
1411802444590,-72
1411802444610,-72
1411802444805,-72
1411802444834,-72
1411802445212,-74
1411802445550,-70
1411802445575,-70
1411802445898,-72
1411802445924,-72
1411802446283,-72
1411802446303,-72
1411802446631,-73
1411802446663,-73
1411802446962,-72
1411802446982,-72
1411802447809,-74
1411802447830,-74
1411802448477,-74
1411802448498,-74
1411802448762,-70
1411802448792,-70
1411802449084,-74
1411802449135,-74
1411802449463,-72
1411802449848,-70
1411802449871,-70
1411802450175,-73
1411802450201,-73
1411802450528,-70
1411802450554,-70
1411802450847,-73
1411802450873,-73
1411802451562,-70
1411802451587,-70
1411802451911,-70
1411802451933,-70
1411802452376,-70
1411802452398,-70
1411802452615,-71
1411802452635,-71
1411802453712,-72
1411802453736,-72
1411802454056,-72
1411802454080,-72
1411802454432,-73
1411802454471,-73
1411802454735,-75
1411802454757,-75
1411802455232,-73
1411802455253,-73
1411802455813,-72
1411802455867,-72
1411802456927,-70
1411802456952,-70
1411802457245,-72
1411802457270,-72
1411802458053,-73
1411802458080,-73
1411802458293,-73
1411802458324,-73
1411802459010,-72
1411802459033,-72
1411802459383,-72
1411802459414,-72
1411802459718,-70
1411802459740,-70
1411802460146,-72
1411802460184,-72
1411802460493,-72
1411802460527,-72
1411802460771,-70
1411802460794,-70
1411802461163,-73
1411802461547,-74
1411802461577,-74
1411802461980,-73
1411802462103,-73
1411802462550,-72
1411802462582,-72
1411802463957,-73
1411802463998,-73
1411802464520,-75
1411802464757,-75
1411802465789,-73
1411802465809,-73
1411802466104,-74
1411802466122,-74
1411802466995,-70
1411802467020,-70
1411802467904,-72
1411802467926,-72
1411802468307,-72
1411802468329,-72
1411802468597,-70
1411802468618,-70
1411802469784,-72
1411802469814,-72
1411802471085,-71
1411802471103,-71
1411802471400,-71
1411802471432,-71
1411802472539,-72
1411802472682,-72
1411802473173,-73
1411802473215,-73
1411802473525,-74
1411802473552,-74
1411802474232,-71
1411802474258,-71
1411802474593,-73
1411802474635,-73
1411802474949,-72
1411802474986,-72
1411802476028,-68
1411802476053,-68
1411802476428,-71
1411802476449,-71
1411802477422,-70
1411802477458,-70
1411802477869,-73
1411802477893,-73
1411802478124,-72
1411802478142,-72
1411802478834,-70
1411802479201,-70
1411802479256,-70
1411802479544,-73
1411802479580,-73
1411802480318,-73
1411802480435,-73
1411802480680,-71
1411802480964,-72
1411802481002,-72
1411802481777,-71
1411802482034,-73
1411802482077,-73
1411802482399,-73
1411802482438,-73
1411802483148,-72
1411802483168,-72
1411802483503,-73
1411802483523,-73
1411802483798,-73
1411802483822,-73
1411802484535,-73
1411802484572,-73
1411802484865,-70
1411802484895,-70
1411802485976,-73
1411802486008,-73
1411802486647,-72
1411802486704,-72
1411802487027,-73
1411802487055,-73
1411802487353,-72
1411802487380,-72
1411802487709,-73
1411802487741,-73
1411802488825,-68
1411802488845,-68
1411802489483,-70
1411802489511,-70
1411802489838,-70
1411802489915,-70
1411802490180,-73
1411802490225,-73
1411802490529,-73
1411802490552,-73
1411802491633,-71
1411802491664,-71
1411802491991,-71
1411802492026,-71
1411802492333,-72
1411802492367,-72
1411802492660,-71
1411802492684,-71
1411802493762,-73
1411802493782,-73
1411802494088,-72
1411802494118,-72
1411802494449,-70
1411802494469,-70
1411802495275,-73
1411802495303,-73
1411802495492,-68
1411802495517,-68
1411802496230,-73
1411802496611,-70
1411802496636,-70
1411802497009,-73
1411802497052,-73
1411802497775,-73
1411802497796,-73
1411802498354,-70
1411802498393,-70
1411802498759,-73
1411802498791,-73
1411802500211,-71
1411802500236,-71
1411802500510,-70
1411802500535,-70
1411802500905,-73
1411802500940,-73
1411802501636,-68
1411802501661,-68
1411802501933,-73
1411802501969,-73
1411802502289,-70
1411802502320,-70
1411802502639,-72
1411802502660,-72
1411802502977,-73
1411802502999,-73
1411802503337,-71
1411802503368,-71
1411802503707,-73
1411802503747,-73
1411802504402,-73
1411802504430,-73
1411802504802,-70
1411802504878,-70
1411802505846,-73
1411802505881,-73
1411802506595,-71
1411802506623,-71
1411802506894,-71
1411802506913,-71
1411802507287,-73
1411802507311,-73
1411802507598,-74
1411802507630,-74
1411802507949,-72
1411802507975,-72
1411802508310,-73
1411802508351,-73
1411802508705,-70
1411802508734,-70
1411802509425,-73
1411802509458,-73
1411802510068,-74
1411802510120,-74
1411802510431,-72
1411802510465,-72
1411802510799,-72
1411802510848,-72
1411802511304,-70
1411802511328,-70
1411802511507,-70
1411802511534,-70
1411802512986,-71
1411802513008,-71
1411802513294,-72
1411802513328,-72
1411802513629,-72
1411802513856,-72
1411802514054,-70
1411802514075,-70
1411802514363,-72
1411802514401,-72
1411802515047,-70
1411802515081,-70
1411802515397,-72
1411802515437,-72
1411802515865,-73
1411802516107,-72
1411802516135,-72
1411802516498,-72
1411802516537,-72
1411802516822,-73
1411802516847,-73
1411802517211,-70
1411802517243,-70
1411802517559,-70
1411802517605,-70
1411802517899,-72
1411802517940,-72
1411802518295,-70
1411802518317,-70
1411802518601,-73
1411802518632,-73
1411802519382,-70
1411802519405,-70
1411802519712,-72
1411802519743,-72
1411802520444,-70
1411802520730,-72
1411802520776,-72
1411802521123,-71
1411802521439,-73
1411802521796,-72
1411802521835,-72
1411802522905,-70
1411802522930,-70
1411802523210,-73
1411802523247,-73
1411802523564,-72
1411802523592,-72
1411802523953,-73
1411802523986,-73
1411802524286,-73
1411802524334,-73
1411802524700,-72
1411802524732,-72
1411802525049,-70
1411802525192,-70
1411802525330,-73
1411802525358,-73
1411802525688,-70
1411802525723,-70
1411802526041,-72
1411802526072,-72
1411802527467,-72
1411802527511,-72
1411802528930,-72
1411802528964,-72
1411802529254,-72
1411802529289,-72
1411802529603,-71
1411802529642,-71
1411802530360,-72
1411802530384,-72
1411802530660,-71
1411802530699,-71
1411802531012,-73
1411802531058,-73
1411802533492,-73
1411802533518,-73
1411802533858,-72
1411802533907,-72
1411802534571,-70
1411802534603,-70
1411802534915,-73
1411802534957,-73
1411802535270,-73
1411802535396,-73
1411802535978,-73
1411802536018,-73
1411802536329,-73
1411802536362,-73
1411802536704,-73
1411802536736,-73
1411802537410,-73
1411802537442,-73
1411802537882,-73
1411802537905,-73
1411802538140,-73
1411802538161,-73
1411802538466,-71
1411802538495,-71
1411802539170,-70
1411802539204,-70
1411802539517,-70
1411802539544,-70
1411802539894,-72
1411802539927,-72
1411802540234,-74
1411802540255,-74
1411802540590,-72
1411802540625,-72
1411802541312,-73
1411802541369,-73
1411802541688,-73
1411802541720,-73
1411802542414,-73
1411802542435,-73
1411802542760,-72
1411802542788,-72
1411802543076,-72
1411802543107,-72
1411802543421,-72
1411802543452,-72
1411802543782,-73
1411802543851,-73
1411802544135,-73
1411802544159,-73
1411802544556,-70
1411802544576,-70
1411802544849,-72
1411802544878,-72
1411802545200,-70
1411802545222,-70
1411802545559,-70
1411802545586,-70
1411802545921,-73
1411802545954,-73
1411802546268,-73
1411802546301,-73
1411802546668,-70
1411802546691,-70
1411802546969,-70
1411802546997,-70
1411802547381,-71
1411802547430,-71
1411802547679,-72
1411802547708,-72
1411802548035,-72
1411802548075,-72
1411802548801,-73
1411802548832,-73
1411802549095,-70
1411802549119,-70
1411802549807,-74
1411802549851,-74
1411802550186,-73
1411802550208,-73
1411802550512,-71
1411802550549,-71
1411802550877,-73
1411802550911,-73
1411802551581,-72
1411802551615,-72
1411802551941,-70
1411802551982,-70
1411802552306,-73
1411802552339,-73
1411802553011,-70
1411802553054,-70
1411802553372,-70
1411802553405,-70
1411802553781,-70
1411802553826,-70
1411802554072,-72
1411802554093,-72
1411802554812,-70
1411802554843,-70
1411802555148,-68
1411802555186,-68
1411802555498,-70
1411802555519,-70
1411802556212,-70
1411802556293,-70
1411802557301,-73
1411802557335,-73
1411802558694,-72
1411802558734,-72
1411802559419,-73
1411802559442,-73
1411802559760,-70
1411802559788,-70
1411802560118,-71
1411802560142,-71
1411802560470,-70
1411802560494,-70
1411802560835,-70
1411802561001,-70
1411802561555,-72
1411802561636,-72
1411802561886,-73
1411802561910,-73
1411802562254,-73
1411802562295,-73
1411802562616,-71
1411802562652,-71
1411802563669,-72
1411802563693,-72
1411802564394,-72
1411802564434,-72
1411802564743,-72
1411802564772,-72
1411802566525,-72
1411802566544,-72
1411802567225,-72
1411802567955,-73
1411802568306,-70
1411802568338,-70
1411802569006,-73
1411802569058,-73
1411802569732,-73
1411802569774,-73
1411802570078,-70
1411802570111,-70
1411802570442,-73
1411802570475,-73
1411802570784,-74
1411802570812,-74
1411802573274,-74
1411802573327,-74
1411802573625,-72
1411802573653,-72
1411802573987,-73
1411802574022,-73
1411802574330,-72
1411802574359,-72
1411802574694,-73
1411802574752,-73
1411802575085,-72
1411802575116,-72
1411802575397,-73
1411802575429,-73
1411802575745,-71
1411802575771,-71
1411802576104,-71
1411802576265,-71
1411802576554,-72
1411802576578,-72
1411802576812,-73
1411802576847,-73
1411802577527,-73
1411802577568,-73
1411802578587,-71
1411802578608,-71
1411802579011,-71
1411802579035,-71
1411802579288,-73
1411802579323,-73
1411802579650,-72
1411802579686,-72
1411802580369,-72
1411802580410,-72
1411802580799,-73
1411802580825,-73
1411802581052,-72
1411802581085,-72
1411802581405,-72
1411802581429,-72
1411802582127,-73
1411802582159,-73
1411802582526,-70
1411802582551,-70
1411802582824,-73
1411802582861,-73
1411802583168,-73
1411802583189,-73
1411802584605,-72
1411802584624,-72
1411802585007,-73
1411802585036,-73
1411802585314,-73
1411802585668,-74
1411802585702,-74
1411802586017,-73
1411802586037,-73
1411802586375,-73
1411802586397,-73
1411802587090,-72
1411802587131,-72
1411802587621,-70
1411802587644,-70
1411802588163,-71
1411802588194,-71
1411802588515,-73
1411802588556,-73
1411802588869,-70
1411802588893,-70
1411802589233,-70
1411802589270,-70
1411802590993,-71
1411802591017,-71
1411802591355,-72
1411802591402,-72
1411802591702,-73
1411802591735,-73
1411802592056,-70
1411802592097,-70
1411802592419,-70
1411802592459,-70
1411802592850,-73
1411802592875,-73
1411802593108,-73
1411802593132,-73
1411802593465,-73
1411802593491,-73
1411802594209,-72
1411802594241,-72
1411802594536,-72
1411802594578,-72
1411802595243,-70
1411802595276,-70
1411802595592,-70
1411802595629,-70
1411802596017,-70
1411802596054,-70
1411802596308,-73
1411802596338,-73
1411802596668,-73
1411802596707,-73
1411802597459,-70
1411802597478,-70
1411802597742,-73
1411802597799,-73
1411802598794,-73
1411802598824,-73
1411802599149,-73
1411802599176,-73
1411802599588,-70
1411802599607,-70
1411802599856,-72
1411802599975,-72
1411802600607,-72
1411802600638,-72
1411802600929,-72
1411802600963,-72
1411802601273,-73
1411802601308,-73
1411802601636,-72
1411802601698,-72
1411802602691,-74
1411802602718,-74
1411802603060,-72
1411802603092,-72
1411802603468,-73
1411802603495,-73
1411802603758,-70
1411802603785,-70
1411802604124,-72
1411802604163,-72
1411802605182,-71
1411802605217,-71
1411802605901,-72
1411802605952,-72
1411802606256,-75
1411802606295,-75
1411802606601,-74
1411802606633,-74
1411802606947,-73
1411802606984,-73
1411802608022,-72
1411802608047,-72
1411802608375,-73
1411802608399,-73
1411802608726,-73
1411802608748,-73
1411802609802,-76
1411802609878,-76
1411802610873,-69
1411802610897,-69
1411802611233,-76
1411802611272,-76
1411802611570,-77
1411802611590,-77
1411802612348,-71
1411802612371,-71
1411802612642,-72
1411802612668,-72
1411802613340,-66
1411802613395,-66
1411802614049,-67
1411802614080,-67
1411802615119,-76
1411802615143,-76
1411802615470,-80
1411802615490,-80
1411802615829,-76
1411802615878,-76
1411802616178,-75
1411802616203,-75
1411802616531,-77
1411802616552,-77
1411802616885,-79
1411802616907,-79
1411802617604,-78
1411802617635,-78
1411802617947,-76
1411802617968,-76
1411802618317,-71
1411802618353,-71
1411802618703,-79
1411802618727,-79
1411802619032,-79
1411802619053,-79
1411802619384,-71
1411802619425,-71
1411802619780,-90
1411802619800,-90
1411802620109,-75
1411802620135,-75
1411802620447,-77
1411802620468,-77
1411802620806,-76
1411802620834,-76
1411802621144,-82
1411802621168,-82
1411802622247,-78
1411802622268,-78
1411802622569,-78
1411802622593,-78
1411802622935,-79
1411802622961,-79
1411802623277,-78
1411802623302,-78
1411802623619,-78
1411802623641,-78
1411802624331,-75
1411802624354,-75
1411802625039,-75
1411802625059,-75
1411802625398,-81
1411802625441,-81
1411802625748,-82
1411802625772,-82
1411802626101,-80
1411802626123,-80
1411802626456,-77
1411802626481,-77
1411802627173,-83
1411802627201,-83
1411802627513,-77
1411802627547,-77
1411802627868,-81
1411802627891,-81
1411802628228,-82
1411802628249,-82
1411802628591,-76
1411802628684,-76
1411802629002,-81
1411802629022,-81
1411802629293,-76
1411802629317,-76
1411802629705,-78
1411802629727,-78
1411802630069,-76
1411802630106,-76
1411802630364,-77
1411802630399,-77
1411802631120,-75
1411802631154,-75
1411802631780,-75
1411802631801,-75
1411802632498,-77
1411802632544,-77
1411802632840,-76
1411802632866,-76
1411802633645,-80
1411802633671,-80
1411802633911,-73
1411802633941,-73
1411802634618,-75
1411802634654,-75
1411802635051,-80
1411802635073,-80
1411802635336,-74
1411802635358,-74
1411802635677,-83
1411802635698,-83
1411802636052,-76
1411802636080,-76
1411802636411,-76
1411802636487,-76
1411802636758,-74
1411802636787,-74
1411802637459,-77
1411802637479,-77
1411802637818,-73
1411802637842,-73
1411802638172,-74
1411802638193,-74
1411802638525,-78
1411802638545,-78
1411802638893,-78
1411802638914,-78
1411802639236,-73
1411802639360,-73
1411802639594,-73
1411802639615,-73
1411802639948,-79
1411802639973,-79
1411802641116,-77
1411802641149,-77
1411802641385,-74
1411802641421,-74
1411802641854,-78
1411802641890,-78
1411802642225,-75
1411802642246,-75
1411802642431,-76
1411802642457,-76
1411802642793,-79
1411802642815,-79
1411802643512,-80
1411802643552,-80
1411802643842,-81
1411802643863,-81
1411802644313,-76
1411802644338,-76
1411802644550,-77
1411802644569,-77
1411802646003,-80
1411802646028,-80
1411802646449,-75
1411802646470,-75
1411802646682,-75
1411802646702,-75
1411802647413,-75
1411802647434,-75
1411802647749,-81
1411802647769,-81
1411802648810,-79
1411802648830,-79
1411802649160,-76
1411802649186,-76
1411802649511,-73
1411802649537,-73
1411802649870,-77
1411802649908,-77
1411802650999,-80
1411802651027,-80
1411802651285,-79
1411802651311,-79
1411802651643,-74
1411802651666,-74
1411802652707,-72
1411802652729,-72
1411802653220,-77
1411802653242,-77
