F021/9E93,RSSI
1411802225278,-76
1411802225872,-74
1411802225930,-74
1411802226939,-76
1411802226988,-76
1411802227592,-78
1411802227688,-78
1411802229410,-76
1411802229459,-76
1411802229727,-80
1411802229767,-80
1411802230805,-76
1411802231614,-76
1411802232236,-77
1411802232280,-77
1411802233700,-79
1411802233725,-79
1411802234486,-79
1411802234506,-79
1411802234786,-77
1411802234807,-77
1411802235151,-80
1411802235171,-80
1411802235519,-76
1411802235549,-76
1411802235871,-79
1411802235901,-79
1411802238242,-79
1411802238278,-79
1411802238612,-75
1411802238637,-75
1411802241184,-79
1411802241206,-79
1411802241472,-74
1411802241496,-74
1411802242857,-77
1411802242884,-77
1411802243216,-78
1411802243241,-78
1411802243577,-75
1411802243618,-75
1411802243967,-79
1411802243990,-79
1411802244276,-82
1411802244301,-82
1411802244640,-73
1411802244673,-73
1411802245356,-78
1411802245395,-78
1411802245713,-88
1411802245753,-88
1411802246054,-79
1411802246084,-79
1411802247853,-86
1411802248211,-78
1411802248231,-78
1411802249274,-80
1411802249302,-80
1411802249650,-76
1411802249680,-76
1411802250300,-80
1411802250336,-80
1411802250719,-83
1411802250766,-83
1411802251399,-80
1411802251781,-84
1411802251802,-84
1411802252432,-79
1411802252469,-79
1411802252968,-75
1411802252988,-75
1411802253209,-76
1411802253246,-76
1411802253512,-85
1411802253556,-85
1411802253880,-87
1411802253918,-87
1411802254201,-80
1411802254224,-80
1411802255675,-86
1411802255708,-86
1411802256044,-80
1411802256082,-80
1411802257481,-79
1411802257504,-79
1411802257756,-71
1411802257785,-71
1411802258274,-78
1411802258301,-78
1411802259193,-77
1411802259238,-77
1411802259974,-85
1411802259999,-85
1411802260463,-79
1411802260491,-79
1411802261050,-83
1411802261075,-83
1411802261377,-76
1411802261402,-76
1411802262052,-77
1411802262085,-77
1411802262368,-72
1411802262392,-72
1411802262848,-78
1411802262871,-78
1411802263077,-86
1411802263206,-86
1411802263436,-78
1411802263468,-78
1411802264210,-77
1411802264232,-77
1411802264571,-80
1411802264597,-80
1411802265570,-76
1411802265595,-76
1411802266348,-82
1411802266424,-82
1411802266644,-77
1411802266667,-77
1411802268055,-81
1411802268100,-81
1411802268418,-79
1411802268444,-79
1411802268795,-76
1411802268828,-76
1411802269118,-75
1411802269139,-75
1411802269860,-78
1411802269886,-78
1411802270620,-80
1411802270652,-80
1411802271310,-79
1411802271344,-79
1411802271681,-75
1411802271719,-75
1411802272374,-75
1411802272396,-75
1411802272712,-79
1411802272733,-79
1411802273219,-75
1411802273246,-75
1411802274481,-84
1411802274504,-84
1411802275707,-80
1411802275726,-80
1411802276205,-75
1411802276657,-75
1411802276689,-75
1411802276995,-75
1411802277027,-75
1411802277383,-75
1411802277410,-75
1411802278140,-78
1411802278166,-78
1411802278774,-76
1411802278806,-76
1411802279126,-86
1411802279163,-86
1411802279407,-77
1411802279429,-77
1411802280572,-75
1411802280701,-75
1411802281282,-76
1411802281301,-76
1411802281529,-77
1411802281548,-77
1411802282239,-76
1411802282293,-76
1411802282724,-78
1411802282754,-78
1411802283025,-82
1411802283052,-82
1411802283415,-78
1411802283437,-78
1411802283800,-82
1411802283833,-82
1411802284088,-89
1411802284116,-89
1411802284837,-81
1411802284861,-81
1411802285792,-80
1411802286154,-76
1411802286580,-80
1411802286915,-79
1411802286946,-79
1411802287249,-77
1411802287270,-77
1411802288138,-76
1411802288158,-76
1411802288623,-76
1411802288670,-76
1411802289438,-81
1411802289459,-81
1411802289722,-75
1411802289764,-75
1411802290073,-75
1411802290107,-75
1411802290795,-80
1411802290819,-80
1411802291240,-80
1411802291272,-80
1411802291455,-79
1411802291491,-79
1411802292169,-76
1411802292220,-76
1411802292881,-77
1411802292905,-77
1411802293291,-81
1411802293310,-81
1411802293627,-76
1411802293647,-76
1411802294339,-75
1411802294359,-75
1411802295432,-76
1411802295465,-76
1411802296524,-76
1411802296574,-76
1411802297957,-79
1411802297979,-79
1411802298211,-79
1411802298237,-79
1411802298716,-89
1411802298738,-89
1411802299306,-81
1411802299331,-81
1411802299650,-79
1411802299681,-79
1411802299973,-80
1411802300015,-80
1411802300355,-78
1411802300401,-78
1411802301222,-82
1411802301250,-82
1411802302919,-79
1411802302951,-79
1411802303608,-80
1411802303633,-80
1411802304625,-79
1411802304680,-79
1411802304952,-82
1411802304983,-82
1411802305284,-79
1411802305325,-79
1411802305623,-86
1411802305641,-86
1411802305980,-78
1411802306010,-78
1411802306716,-75
1411802307417,-74
1411802307436,-74
1411802308229,-80
1411802308253,-80
1411802308461,-75
1411802308490,-75
1411802311368,-79
1411802311391,-79
1411802312013,-80
1411802312050,-80
1411802312733,-76
1411802312765,-76
1411802313431,-75
1411802313458,-75
1411802314148,-71
1411802314179,-71
1411802314866,-82
1411802314889,-82
1411802315582,-79
1411802315626,-79
1411802316272,-82
1411802316337,-82
1411802316635,-78
1411802316677,-78
1411802316997,-76
1411802317052,-76
1411802317361,-80
1411802317724,-81
1411802317792,-81
1411802318040,-82
1411802318063,-82
1411802318402,-77
1411802318441,-77
1411802319819,-76
1411802319843,-76
1411802320909,-80
1411802320951,-80
1411802321336,-76
1411802321360,-76
1411802322375,-76
1411802322402,-76
1411802325152,-78
1411802325176,-78
1411802326221,-79
1411802326266,-79
1411802326560,-79
1411802326583,-79
1411802329058,-79
1411802329090,-79
1411802329407,-78
1411802329441,-78
1411802329824,-77
1411802329847,-77
1411802331169,-75
1411802331192,-75
1411802331961,-80
1411802331993,-80
1411802332273,-74
1411802332306,-74
1411802332774,-86
1411802332799,-86
1411802333712,-81
1411802333744,-81
1411802334119,-78
1411802334151,-78
1411802334737,-74
1411802334761,-74
1411802335136,-77
1411802335164,-77
1411802335774,-77
1411802335809,-77
1411802336507,-78
1411802336557,-78
1411802336890,-80
1411802336913,-80
1411802337618,-84
1411802337653,-84
1411802338308,-88
1411802338330,-88
1411802338639,-77
1411802338667,-77
1411802338974,-81
1411802339000,-81
1411802340082,-80
1411802341807,-75
1411802342209,-78
1411802342246,-78
1411802342545,-75
1411802342575,-75
1411802343415,-75
1411802343437,-75
1411802344300,-78
1411802344346,-78
1411802345399,-78
1411802345502,-78
1411802345722,-75
1411802345771,-75
1411802346793,-88
1411802346856,-88
1411802347901,-78
1411802347980,-78
1411802348224,-75
1411802348962,-78
1411802348998,-78
1411802349279,-78
1411802349320,-78
1411802349979,-88
1411802350009,-88
1411802350341,-80
1411802350386,-80
1411802350699,-79
1411802350731,-79
1411802351438,-75
1411802351478,-75
1411802353564,-80
1411802353589,-80
1411802353891,-74
1411802353938,-74
1411802354238,-79
1411802354401,-79
1411802354585,-86
1411802354606,-86
1411802354974,-80
1411802355022,-80
1411802356087,-75
1411802356114,-75
1411802356815,-76
1411802356848,-76
1411802357167,-81
1411802357518,-79
1411802357550,-79
1411802358166,-88
1411802358255,-88
1411802358518,-79
1411802358553,-79
1411802358875,-79
1411802358918,-79
1411802359246,-78
1411802359285,-78
1411802359683,-87
1411802359828,-87
1411802360685,-86
1411802360724,-86
1411802361350,-75
1411802361375,-75
1411802361707,-79
1411802361733,-79
1411802362489,-75
1411802363530,-76
1411802363562,-76
1411802364273,-74
1411802364292,-74
1411802365015,-74
1411802365034,-74
1411802365343,-81
1411802365367,-81
1411802365704,-78
1411802365729,-78
1411802366024,-78
1411802366046,-78
1411802366735,-78
1411802366762,-78
1411802367108,-77
1411802367147,-77
1411802367494,-78
1411802367513,-78
1411802367786,-76
1411802367817,-76
1411802368565,-74
1411802368588,-74
1411802368866,-81
1411802368891,-81
1411802369254,-79
1411802369275,-79
1411802371669,-77
1411802372178,-80
1411802372201,-80
1411802372365,-79
1411802372388,-79
1411802372720,-79
1411802372744,-79
1411802373079,-75
1411802373115,-75
1411802373524,-79
1411802373546,-79
1411802373787,-79
1411802373818,-79
1411802374653,-79
1411802374676,-79
1411802374916,-78
1411802374946,-78
1411802376634,-78
1411802376676,-78
1411802378758,-75
1411802378780,-75
1411802379146,-79
1411802379190,-79
1411802379810,-74
1411802379836,-74
1411802380237,-79
1411802380257,-79
1411802380517,-71
1411802380551,-71
1411802380878,-78
1411802380916,-78
1411802381230,-79
1411802381260,-79
1411802381600,-75
1411802381622,-75
1411802381940,-75
1411802381979,-75
1411802382306,-76
1411802382356,-76
1411802382666,-80
1411802382688,-80
1411802383008,-79
1411802383047,-79
1411802383355,-78
1411802383381,-78
1411802383740,-75
1411802383763,-75
1411802384089,-75
1411802384118,-75
1411802384419,-79
1411802384447,-79
1411802384797,-78
1411802384837,-78
1411802385178,-79
1411802385204,-79
1411802385484,-78
1411802385504,-78
1411802385847,-79
1411802385902,-79
1411802386226,-78
1411802386282,-78
1411802386580,-80
1411802386636,-80
1411802387626,-78
1411802387662,-78
1411802387978,-79
1411802388147,-79
1411802388678,-83
1411802388707,-83
1411802389036,-75
1411802389072,-75
1411802389400,-79
1411802389527,-79
1411802389735,-76
1411802389758,-76
1411802390819,-75
1411802390838,-75
1411802391158,-75
1411802391191,-75
1411802391507,-83
1411802391558,-83
1411802392918,-80
1411802392945,-80
1411802393628,-86
1411802393673,-86
1411802394328,-74
1411802394353,-74
1411802395041,-82
1411802395072,-82
1411802395399,-79
1411802395423,-79
1411802396495,-86
1411802396517,-86
1411802397535,-82
1411802397568,-82
1411802397885,-81
1411802397908,-81
1411802398619,-83
1411802398639,-83
1411802398966,-81
1411802398992,-81
1411802400049,-83
1411802400378,-76
1411802400402,-76
1411802400729,-77
1411802400755,-77
1411802401116,-75
1411802401151,-75
1411802401505,-75
1411802401611,-75
1411802402863,-76
1411802402885,-76
1411802403611,-72
1411802403639,-72
1411802403930,-85
1411802403960,-85
1411802404639,-79
1411802404675,-79
1411802405705,-83
1411802405737,-83
1411802406404,-73
1411802406426,-73
1411802406760,-76
1411802406798,-76
1411802407122,-70
1411802407166,-70
1411802407474,-71
1411802407502,-71
1411802408282,-68
1411802408531,-67
1411802409237,-67
1411802409260,-67
1411802409598,-67
1411802409652,-67
1411802409946,-72
1411802409971,-72
1411802410325,-72
1411802410414,-72
1411802411364,-69
1411802411721,-75
1411802411748,-75
1411802412783,-67
1411802412808,-67
1411802413208,-72
1411802413250,-72
1411802413604,-67
1411802413624,-67
1411802413851,-72
1411802413871,-72
1411802414228,-69
1411802414278,-69
1411802414559,-67
1411802414583,-67
1411802415292,-72
1411802415344,-72
1411802415634,-73
1411802415657,-73
1411802415986,-72
1411802416014,-72
1411802416342,-72
1411802416366,-72
1411802416704,-68
1411802416735,-68
1411802417419,-72
1411802417444,-72
1411802418930,-67
1411802419185,-67
1411802419207,-67
1411802419552,-72
1411802419587,-72
1411802419887,-70
1411802419909,-70
1411802420978,-67
1411802421011,-67
1411802421451,-72
1411802421476,-72
1411802421660,-72
1411802421685,-72
1411802423811,-74
1411802423834,-74
1411802424169,-72
1411802424212,-72
1411802424873,-69
1411802424904,-69
1411802425220,-72
1411802425240,-72
1411802426020,-71
1411802426041,-71
1411802426288,-73
1411802426309,-73
1411802426999,-74
1411802427027,-74
1411802427372,-68
1411802427711,-73
1411802427744,-73
1411802428064,-70
1411802428128,-70
1411802428809,-69
1411802428837,-69
1411802429131,-72
1411802429164,-72
1411802429484,-68
1411802429508,-68
1411802429839,-73
1411802429869,-73
1411802430555,-72
1411802430702,-72
1411802430935,-72
1411802430957,-72
1411802431268,-72
1411802431304,-72
1411802431621,-73
1411802431643,-73
1411802431975,-73
1411802432006,-73
1411802433156,-73
1411802433178,-73
1411802433400,-73
1411802433427,-73
1411802433742,-68
1411802433777,-68
1411802434099,-74
1411802434138,-74
1411802434500,-69
1411802434534,-69
1411802434813,-73
1411802434857,-73
1411802435590,-68
1411802435610,-68
1411802435869,-67
1411802435906,-67
1411802436224,-73
1411802436261,-73
1411802436636,-69
1411802436657,-69
1411802436932,-75
1411802436971,-75
1411802437688,-73
1411802437724,-73
1411802438712,-68
1411802438756,-68
1411802439777,-73
1411802439819,-73
1411802440831,-69
1411802440852,-69
1411802441179,-74
1411802441209,-74
1411802441564,-69
1411802441597,-69
1411802441888,-69
1411802441910,-69
1411802442247,-69
1411802442313,-69
1411802443674,-68
1411802443694,-68
1411802444032,-69
1411802444059,-69
1411802444431,-73
1411802444561,-73
1411802445159,-69
1411802445179,-69
1411802445493,-68
1411802445516,-68
1411802445843,-75
1411802445867,-75
1411802446218,-68
1411802446254,-68
1411802446563,-68
1411802446594,-68
1411802446907,-73
1411802446927,-73
1411802447242,-72
1411802447268,-72
1411802447765,-68
1411802447787,-68
1411802448005,-74
1411802448032,-74
1411802448347,-74
1411802448436,-74
1411802448694,-73
1411802448720,-73
1411802449386,-72
1411802450113,-69
1411802450138,-69
1411802450450,-74
1411802450485,-74
1411802450787,-73
1411802450809,-73
1411802451142,-69
1411802451168,-69
1411802451500,-69
1411802451523,-69
1411802452324,-69
1411802452353,-69
1411802452993,-73
1411802453029,-73
1411802453644,-74
1411802453685,-74
1411802453998,-72
1411802454021,-72
1411802454340,-74
1411802454375,-74
1411802455053,-74
1411802455211,-74
1411802455395,-74
1411802455422,-74
1411802456148,-74
1411802456170,-74
1411802456470,-71
1411802456491,-71
1411802456865,-72
1411802456887,-72
1411802457197,-69
1411802457220,-69
1411802457948,-74
1411802458022,-74
1411802458240,-74
1411802458264,-74
1411802458618,-72
1411802458643,-72
1411802458955,-73
1411802458986,-73
1411802459313,-74
1411802459360,-74
1411802459670,-74
1411802459694,-74
1411802460083,-69
1411802460114,-69
1411802460383,-73
1411802460417,-73
1411802461115,-72
1411802461138,-72
1411802461484,-69
1411802461515,-69
1411802461870,-72
1411802461951,-72
1411802462878,-74
1411802462900,-74
1411802464472,-74
1411802464497,-74
1411802465363,-73
1411802465387,-73
1411802465723,-74
1411802465753,-74
1411802466062,-72
1411802466084,-72
1411802466416,-69
1411802466502,-69
1411802466942,-73
1411802466967,-73
1411802467504,-72
1411802467537,-72
1411802467855,-73
1411802467880,-73
1411802468210,-73
1411802468273,-73
1411802468554,-69
1411802468577,-69
1411802468950,-74
1411802468985,-74
1411802469254,-72
1411802469279,-72
1411802469693,-75
1411802469765,-75
1411802469963,-69
1411802470083,-69
1411802470323,-68
1411802470345,-68
1411802470698,-68
1411802470732,-68
1411802471040,-73
1411802471067,-73
1411802472104,-70
1411802472465,-72
1411802472505,-72
1411802473250,-72
1411802473270,-72
1411802473572,-69
1411802473629,-69
1411802473967,-69
1411802473996,-69
1411802474276,-69
1411802474298,-69
1411802474670,-69
1411802474708,-69
1411802475163,-69
1411802475185,-69
1411802475315,-69
1411802475415,-69
1411802475699,-74
1411802475730,-74
1411802476075,-72
1411802476097,-72
1411802476476,-72
1411802476502,-72
1411802477086,-74
1411802477122,-74
1411802477493,-70
1411802477526,-70
1411802477926,-74
1411802478000,-74
1411802478162,-74
1411802478184,-74
1411802479279,-70
1411802479299,-70
1411802479949,-72
1411802479970,-72
1411802480458,-74
1411802480477,-74
1411802480711,-70
1411802481048,-74
1411802481085,-74
1411802481799,-70
1411802482170,-74
1411802482193,-74
1411802482467,-74
1411802482496,-74
1411802483543,-70
1411802483563,-70
1411802483869,-74
1411802483894,-74
1411802484206,-74
1411802484229,-74
1411802484592,-74
1411802484612,-74
1411802484917,-72
1411802484942,-72
1411802485247,-72
1411802485283,-72
1411802486321,-72
1411802486340,-72
1411802487083,-70
1411802487110,-70
1411802487403,-68
1411802487430,-68
1411802488448,-74
1411802488670,-74
1411802489158,-72
1411802489246,-72
1411802490268,-72
1411802490286,-72
1411802490581,-72
1411802490646,-72
1411802490930,-74
1411802490951,-74
1411802492056,-74
1411802492083,-74
1411802492399,-74
1411802492431,-74
1411802493060,-74
1411802493211,-74
1411802493801,-70
1411802493823,-70
1411802494143,-72
1411802494169,-72
1411802494498,-69
1411802494517,-69
1411802494836,-72
1411802494864,-72
1411802495546,-74
1411802495567,-74
1411802495947,-72
1411802495993,-72
1411802497083,-74
1411802497116,-74
1411802497333,-69
1411802497365,-69
1411802497817,-74
1411802497839,-74
1411802498102,-74
1411802498132,-74
1411802498419,-73
1411802498445,-73
1411802498819,-70
1411802498843,-70
1411802499119,-72
1411802499156,-72
1411802499499,-72
1411802499556,-72
1411802499828,-70
1411802499910,-70
1411802500268,-72
1411802500557,-72
1411802500579,-72
1411802500972,-74
1411802501004,-74
1411802501239,-71
1411802501688,-73
1411802501711,-73
1411802502002,-73
1411802502034,-73
1411802502682,-70
1411802502703,-70
1411802503033,-75
1411802503061,-75
1411802503388,-72
1411802503412,-72
1411802503821,-70
1411802503908,-70
1411802504078,-72
1411802504099,-72
1411802504464,-74
1411802504494,-74
1411802504916,-69
1411802504944,-69
1411802505519,-72
1411802505550,-72
1411802505929,-75
1411802505964,-75
1411802506216,-72
1411802506251,-72
1411802506649,-74
1411802506680,-74
1411802507336,-69
1411802507357,-69
1411802507663,-70
1411802507698,-70
1411802507998,-72
1411802508019,-72
1411802508375,-72
1411802508423,-72
1411802509042,-73
1411802509074,-73
1411802509490,-69
1411802509523,-69
1411802510167,-69
1411802510208,-69
1411802510490,-73
1411802510514,-73
1411802510882,-69
1411802510920,-69
1411802511889,-69
1411802511921,-69
1411802512249,-69
1411802512310,-69
1411802513028,-73
1411802513052,-73
1411802513364,-68
1411802513399,-68
1411802513876,-73
1411802513906,-73
1411802514095,-73
1411802514119,-73
1411802514433,-73
1411802514463,-73
1411802514761,-69
1411802514794,-69
1411802515113,-73
1411802515145,-73
1411802515474,-73
1411802515512,-73
1411802515887,-67
1411802516160,-69
1411802516190,-69
1411802516568,-69
1411802516601,-69
1411802516884,-73
1411802516909,-73
1411802517275,-69
1411802517309,-69
1411802517639,-68
1411802517672,-68
1411802518091,-73
1411802518111,-73
1411802518339,-68
1411802518360,-68
1411802518659,-74
1411802518689,-74
1411802519443,-65
1411802519461,-65
1411802520053,-72
1411802520074,-72
1411802520467,-69
1411802520887,-73
1411802520922,-73
1411802521489,-73
1411802521883,-73
1411802521915,-73
1411802522178,-72
1411802522221,-72
1411802522958,-68
1411802523327,-73
1411802523356,-73
1411802523621,-72
1411802523662,-72
1411802524377,-73
1411802524409,-73
1411802524764,-74
1411802524795,-74
1411802525382,-73
1411802525406,-73
1411802525756,-68
1411802525833,-68
1411802526098,-74
1411802526129,-74
1411802526776,-73
1411802526803,-73
1411802527542,-73
1411802527685,-73
1411802529325,-73
1411802529357,-73
1411802529678,-68
1411802529716,-68
1411802530408,-68
1411802530449,-68
1411802530731,-73
1411802530772,-73
1411802531390,-69
1411802531421,-69
1411802531742,-65
1411802531764,-65
1411802532155,-73
1411802532175,-73
1411802533544,-73
1411802533572,-73
1411802533941,-74
1411802533973,-74
1411802534993,-73
1411802535026,-73
1411802536051,-73
1411802536081,-73
1411802536416,-73
1411802536459,-73
1411802536771,-73
1411802536804,-73
1411802537477,-73
1411802537510,-73
1411802537932,-73
1411802537955,-73
1411802538518,-72
1411802538546,-72
1411802538837,-73
1411802538871,-73
1411802539246,-73
1411802539321,-73
1411802539565,-71
1411802539591,-71
1411802539950,-68
1411802539977,-68
1411802540658,-68
1411802540693,-68
1411802540968,-73
1411802541000,-73
1411802541401,-68
1411802541433,-68
1411802541746,-73
1411802541771,-73
1411802542457,-72
1411802542479,-72
1411802542813,-73
1411802542837,-73
1411802543144,-73
1411802543177,-73
1411802543475,-72
1411802543502,-72
1411802543879,-65
1411802543903,-65
1411802544181,-65
1411802544214,-65
1411802544902,-68
1411802544927,-68
1411802545245,-73
1411802545268,-73
1411802545609,-73
1411802545635,-73
1411802545989,-70
1411802546020,-70
1411802546713,-72
1411802546743,-72
1411802547024,-72
1411802547050,-72
1411802547449,-73
1411802547468,-73
1411802547730,-69
1411802547797,-69
1411802548110,-69
1411802548147,-69
1411802548864,-73
1411802549024,-73
1411802549151,-69
1411802549176,-69
1411802550227,-73
1411802550248,-73
1411802550579,-73
1411802550607,-73
1411802550947,-73
1411802550979,-73
1411802551644,-68
1411802551669,-68
1411802552033,-73
1411802552076,-73
1411802552376,-69
1411802552407,-69
1411802552672,-69
1411802552694,-69
1411802553087,-72
1411802553119,-72
1411802553438,-73
1411802553471,-73
1411802553849,-68
1411802553872,-68
1411802554115,-73
1411802554162,-73
1411802554869,-68
1411802554888,-68
1411802556320,-69
1411802556344,-69
1411802556577,-69
1411802556603,-69
1411802557367,-72
1411802557405,-72
1411802558901,-73
1411802558927,-73
1411802559474,-68
1411802559509,-68
1411802559821,-68
1411802559856,-68
1411802560167,-73
1411802560189,-73
1411802561936,-74
1411802561957,-74
1411802562329,-73
1411802562367,-73
1411802562684,-69
1411802562715,-69
1411802564057,-73
1411802564104,-73
1411802564463,-74
1411802564487,-74
1411802564797,-73
1411802564824,-73
1411802566893,-73
1411802566912,-73
1411802567250,-69
1411802567272,-69
1411802568002,-74
1411802568373,-69
1411802568767,-73
1411802568790,-73
1411802569166,-73
1411802569198,-73
1411802569811,-72
1411802569843,-72
1411802570505,-72
1411802570533,-72
1411802570836,-68
1411802570857,-68
1411802572931,-69
1411802572951,-69
1411802573389,-73
1411802573419,-73
1411802573735,-73
1411802573761,-73
1411802574410,-72
1411802574433,-72
1411802574881,-73
1411802574917,-73
1411802575210,-69
1411802575241,-69
1411802575846,-72
1411802575869,-72
1411802576342,-73
1411802576367,-73
1411802576648,-73
1411802576676,-73
1411802576920,-73
1411802576944,-73
1411802577237,-73
1411802577266,-73
1411802577653,-73
1411802577704,-73
1411802577929,-72
1411802577952,-72
1411802578288,-69
1411802578482,-69
1411802579103,-73
1411802579127,-73
1411802579433,-69
1411802579463,-69
1411802579718,-68
1411802579755,-68
1411802580039,-73
1411802580120,-73
1411802581163,-73
1411802581203,-73
1411802581457,-72
1411802581480,-72
1411802581803,-72
1411802581834,-72
1411802582996,-72
1411802583017,-72
1411802583277,-74
1411802583303,-74
1411802583650,-73
1411802583669,-73
1411802583995,-73
1411802584026,-73
1411802584298,-69
1411802584331,-69
1411802585056,-73
1411802585079,-73
1411802585342,-68
1411802585365,-68
1411802586072,-68
1411802586118,-68
1411802586778,-68
1411802586820,-68
1411802587165,-73
1411802587197,-73
1411802587688,-69
1411802587807,-69
1411802588588,-69
1411802588620,-69
1411802588914,-69
1411802588959,-69
1411802589307,-73
1411802589338,-73
1411802589599,-69
1411802589629,-69
1411802589949,-73
1411802589971,-73
1411802591048,-68
1411802591068,-68
1411802591428,-73
1411802591452,-73
1411802592128,-68
1411802592170,-68
1411802592490,-68
1411802592521,-68
1411802592899,-74
1411802592952,-74
1411802593158,-65
1411802593179,-65
1411802593852,-74
1411802593890,-74
1411802594273,-65
1411802594306,-65
1411802594613,-69
1411802594667,-69
1411802595308,-72
1411802595345,-72
1411802595663,-73
1411802595698,-73
1411802596072,-74
1411802596091,-74
1411802596361,-73
1411802596382,-73
1411802597503,-72
1411802597523,-72
1411802598113,-69
1411802598135,-69
1411802598910,-69
1411802598935,-69
1411802599667,-73
1411802599690,-73
1411802600040,-73
1411802600061,-73
1411802600326,-72
1411802600358,-72
1411802601073,-74
1411802601113,-74
1411802601407,-73
1411802601439,-73
1411802601790,-74
1411802601819,-74
1411802602096,-72
1411802602118,-72
1411802602810,-74
1411802602833,-74
1411802603864,-68
1411802603889,-68
1411802604260,-75
1411802604292,-75
1411802604596,-70
1411802604617,-70
1411802604868,-70
1411802604892,-70
1411802605633,-73
1411802605670,-73
1411802606668,-75
1411802606699,-75
1411802607100,-82
1411802607141,-82
1411802607768,-70
1411802607794,-70
1411802608425,-72
1411802608447,-72
1411802608820,-67
1411802608842,-67
1411802609121,-68
1411802609148,-68
1411802609486,-74
1411802609513,-74
1411802610055,-69
1411802610080,-69
1411802610223,-74
1411802610272,-74
1411802610933,-69
1411802610954,-69
1411802611623,-78
1411802611643,-78
1411802612041,-71
1411802612068,-71
1411802613043,-69
1411802613070,-69
1411802613464,-70
1411802613487,-70
1411802614187,-67
1411802614218,-67
1411802614514,-71
1411802614536,-71
1411802614962,-74
1411802614982,-74
1411802615177,-64
1411802615202,-64
1411802615522,-67
1411802615543,-67
1411802615982,-67
1411802616009,-67
1411802616989,-76
1411802617009,-76
1411802617683,-66
1411802617705,-66
1411802618046,-70
1411802618071,-70
1411802618374,-66
1411802618401,-66
1411802618789,-70
1411802618811,-70
1411802619467,-67
1411802619494,-67
1411802620166,-71
1411802620191,-71
1411802620544,-66
1411802620565,-66
1411802620876,-70
1411802620905,-70
1411802621203,-72
1411802621227,-72
1411802621587,-66
1411802621612,-66
1411802621908,-67
1411802621941,-67
1411802622665,-70
1411802622687,-70
1411802622990,-74
1411802623011,-74
1411802623392,-71
1411802623421,-71
1411802623726,-68
1411802623760,-68
1411802624166,-67
1411802624192,-67
1411802624824,-75
1411802624849,-75
1411802625109,-66
1411802625129,-66
1411802625516,-67
1411802625537,-67
1411802625847,-66
1411802625867,-66
1411802626209,-70
1411802626229,-70
1411802626536,-69
1411802626563,-69
1411802626872,-66
1411802626902,-66
1411802627292,-73
1411802627631,-70
1411802627652,-70
1411802628743,-70
1411802628768,-70
1411802629372,-69
1411802629405,-69
1411802630140,-69
1411802630177,-69
1411802630460,-78
1411802630500,-78
1411802630772,-76
1411802630808,-76
1411802631883,-71
1411802631905,-71
1411802632620,-67
1411802632668,-67
1411802633995,-73
1411802634023,-73
1411802634329,-72
1411802634356,-72
1411802634706,-70
1411802634738,-70
1411802635400,-67
1411802635421,-67
1411802636912,-72
1411802636942,-72
1411802637556,-70
1411802637576,-70
1411802637920,-76
1411802637941,-76
1411802638276,-78
1411802638299,-78
1411802638593,-73
1411802638656,-73
1411802639010,-68
1411802639036,-68
1411802639665,-76
1411802639688,-76
1411802640423,-72
1411802640452,-72
1411802640842,-69
1411802640876,-69
1411802641575,-69
1411802641608,-69
1411802642308,-72
1411802642332,-72
1411802642540,-72
1411802642561,-72
1411802642876,-72
1411802642900,-72
1411802643633,-68
1411802643664,-68
1411802644368,-68
1411802644392,-68
1411802644661,-72
1411802644681,-72
1411802645030,-76
1411802645087,-76
1411802645375,-68
1411802645395,-68
1411802645737,-76
1411802645762,-76
1411802646073,-69
1411802646094,-69
1411802646537,-77
1411802646558,-77
1411802646794,-76
1411802646815,-76
1411802647164,-72
1411802647188,-72
1411802647500,-75
1411802647534,-75
1411802648927,-75
1411802648951,-75
1411802649637,-72
1411802649666,-72
1411802650338,-77
1411802650371,-77
1411802651433,-77
1411802651460,-77
1411802651787,-72
1411802651827,-72
1411802652138,-76
1411802652179,-76
1411802652475,-78
1411802652506,-78
1411802652828,-76
1411802652863,-76
1411802653328,-72
1411802653355,-72
1411802653538,-76
1411802653560,-76
1411802654263,-72
1411802654288,-72
1411802654626,-77
1411802654651,-77
1411802655027,-77
1411802655060,-77
1411802655803,-77
1411802655823,-77
1411802656020,-77
1411802656045,-77
1411802656766,-69
1411802656819,-69
1411802657102,-72
1411802657135,-72
1411802657841,-68
1411802657976,-68
1411802658153,-72
1411802658173,-72
1411802658940,-69
1411802658967,-69
1411802659412,-68
1411802659432,-68
1411802660026,-75
1411802660061,-75
1411802660283,-72
1411802660413,-72
1411802660645,-68
1411802660673,-68
1411802661029,-69
1411802661062,-69
1411802661755,-73
1411802661785,-73
1411802662092,-69
1411802662134,-69
1411802662827,-72
1411802662848,-72
1411802663502,-69
1411802663526,-69
1411802663836,-75
1411802663892,-75
1411802664216,-76
1411802664252,-76
1411802665620,-76
1411802665642,-76
1411802665989,-72
1411802666027,-72
1411802666341,-68
1411802666413,-68
1411802666693,-72
1411802666729,-72
1411802667084,-76
1411802667109,-76
1411802667401,-65
1411802667421,-65
1411802667762,-77
1411802667807,-77
1411802668108,-72
1411802668132,-72
1411802668832,-77
1411802668855,-77
1411802669180,-69
1411802669329,-69
1411802669523,-76
1411802669567,-76
1411802670289,-78
1411802670314,-78
1411802670575,-68
1411802670599,-68
1411802671000,-76
1411802671439,-76
1411802671466,-76
1411802671990,-72
